timestamp,energy_kwh,hour,dayofweek,month,lag_1h,lag_24h,rolling_3h,rolling_24h
2024-01-04 10:00:00,6.29,10,3,1,6.69,6.06,6.676666666666667,4.5125
2024-01-04 11:00:00,5.17,11,3,1,6.29,5.47,6.05,4.5
2024-01-04 12:00:00,4.33,12,3,1,5.17,4.4,5.263333333333333,4.497083333333333
2024-01-04 13:00:00,3.62,13,3,1,4.33,3.68,4.373333333333334,4.494583333333334
2024-01-04 14:00:00,3.18,14,3,1,3.62,2.78,3.7100000000000004,4.5112499999999995
2024-01-04 15:00:00,2.44,15,3,1,3.18,2.14,3.08,4.523750000000001
2024-01-04 16:00:00,1.79,16,3,1,2.44,2.06,2.47,4.5125
2024-01-04 17:00:00,1.7,17,3,1,1.79,1.87,1.9766666666666668,4.505416666666666
2024-01-04 18:00:00,1.52,18,3,1,1.7,1.48,1.67,4.507083333333333
2024-01-04 19:00:00,1.79,19,3,1,1.52,1.8,1.67,4.506666666666667
2024-01-04 20:00:00,1.76,20,3,1,1.79,1.97,1.6900000000000002,4.497916666666666
2024-01-04 21:00:00,2.31,21,3,1,1.76,2.25,1.9533333333333334,4.500416666666666
2024-01-04 22:00:00,2.92,22,3,1,2.31,3.07,2.33,4.494166666666667
2024-01-04 23:00:00,3.43,23,3,1,2.92,4.03,2.8866666666666667,4.469166666666667
2024-01-05 00:00:00,4.55,0,4,1,3.43,4.49,3.6333333333333333,4.471666666666667
2024-01-05 01:00:00,5.32,1,4,1,4.55,5.59,4.433333333333334,4.460416666666666
2024-01-05 02:00:00,5.99,2,4,1,5.32,5.47,5.286666666666667,4.482083333333334
2024-01-05 03:00:00,6.57,3,4,1,5.99,6.78,5.960000000000001,4.473333333333334
2024-01-05 04:00:00,6.81,4,4,1,6.57,7.11,6.456666666666667,4.460833333333333
2024-01-05 05:00:00,7.3,5,4,1,6.81,7.33,6.8933333333333335,4.459583333333334
2024-01-05 06:00:00,7.42,6,4,1,7.3,7.51,7.176666666666667,4.4558333333333335
2024-01-05 07:00:00,7.23,7,4,1,7.42,6.99,7.316666666666667,4.465833333333333
2024-01-05 08:00:00,7.06,8,4,1,7.23,7.05,7.236666666666667,4.46625
2024-01-05 09:00:00,6.69,9,4,1,7.06,6.69,6.993333333333333,4.46625
2024-01-05 10:00:00,6.37,10,4,1,6.69,6.29,6.706666666666667,4.4695833333333335
2024-01-05 11:00:00,5.3,11,4,1,6.37,5.17,6.12,4.4750000000000005
2024-01-05 12:00:00,4.55,12,4,1,5.3,4.33,5.406666666666666,4.484166666666667
2024-01-05 13:00:00,3.7,13,4,1,4.55,3.62,4.516666666666667,4.4875
2024-01-05 14:00:00,2.61,14,4,1,3.7,3.18,3.6199999999999997,4.46375
2024-01-05 15:00:00,2.37,15,4,1,2.61,2.44,2.893333333333333,4.4608333333333325
2024-01-05 16:00:00,1.91,16,4,1,2.37,1.79,2.2966666666666664,4.465833333333333
2024-01-05 17:00:00,2.09,17,4,1,1.91,1.7,2.123333333333333,4.482083333333333
2024-01-05 18:00:00,1.46,18,4,1,2.09,1.52,1.8199999999999996,4.479583333333333
2024-01-05 19:00:00,1.66,19,4,1,1.46,1.79,1.7366666666666664,4.474166666666666
2024-01-05 20:00:00,1.89,20,4,1,1.66,1.76,1.67,4.479583333333333
2024-01-05 21:00:00,2.14,21,4,1,1.89,2.31,1.8966666666666665,4.4725
2024-01-05 22:00:00,3.22,22,4,1,2.14,2.92,2.4166666666666665,4.485
2024-01-05 23:00:00,3.87,23,4,1,3.22,3.43,3.0766666666666667,4.503333333333333
2024-01-06 00:00:00,4.65,0,5,1,3.87,4.55,3.9133333333333336,4.507499999999999
2024-01-06 01:00:00,5.09,1,5,1,4.65,5.32,4.536666666666666,4.497916666666667
2024-01-06 02:00:00,6.27,2,5,1,5.09,5.99,5.336666666666666,4.509583333333333
2024-01-06 03:00:00,6.33,3,5,1,6.27,6.57,5.896666666666666,4.499583333333334
2024-01-06 04:00:00,7.2,4,5,1,6.33,6.81,6.6000000000000005,4.515833333333333
2024-01-06 05:00:00,7.82,5,5,1,7.2,7.3,7.116666666666667,4.5375000000000005
2024-01-06 06:00:00,7.29,6,5,1,7.82,7.42,7.436666666666667,4.5320833333333335
2024-01-06 07:00:00,7.27,7,5,1,7.29,7.23,7.460000000000001,4.53375
2024-01-06 08:00:00,7.11,8,5,1,7.27,7.06,7.223333333333334,4.535833333333334
2024-01-06 09:00:00,6.51,9,5,1,7.11,6.69,6.963333333333334,4.528333333333333
2024-01-06 10:00:00,5.68,10,5,1,6.51,6.37,6.433333333333334,4.499583333333333
2024-01-06 11:00:00,5.28,11,5,1,5.68,5.3,5.823333333333333,4.49875
2024-01-06 12:00:00,4.28,12,5,1,5.28,4.55,5.079999999999999,4.4875
2024-01-06 13:00:00,3.81,13,5,1,4.28,3.7,4.456666666666666,4.492083333333333
2024-01-06 14:00:00,2.81,14,5,1,3.81,2.61,3.6333333333333333,4.500416666666666
2024-01-06 15:00:00,2.68,15,5,1,2.81,2.37,3.1,4.513333333333334
2024-01-06 16:00:00,1.74,16,5,1,2.68,1.91,2.4099999999999997,4.50625
2024-01-06 17:00:00,1.53,17,5,1,1.74,2.09,1.9833333333333334,4.482916666666667
2024-01-06 18:00:00,1.66,18,5,1,1.53,1.46,1.6433333333333333,4.49125
2024-01-06 19:00:00,1.35,19,5,1,1.66,1.66,1.5133333333333334,4.4783333333333335
2024-01-06 20:00:00,1.94,20,5,1,1.35,1.89,1.6500000000000001,4.480416666666667
2024-01-06 21:00:00,2.64,21,5,1,1.94,2.14,1.9766666666666666,4.50125
2024-01-06 22:00:00,2.67,22,5,1,2.64,3.22,2.4166666666666665,4.4783333333333335
2024-01-06 23:00:00,3.75,23,5,1,2.67,3.87,3.0199999999999996,4.473333333333334
2024-01-07 00:00:00,4.54,0,6,1,3.75,4.65,3.6533333333333338,4.46875
2024-01-07 01:00:00,5.42,1,6,1,4.54,5.09,4.57,4.4825
2024-01-07 02:00:00,5.74,2,6,1,5.42,6.27,5.233333333333333,4.460416666666667
2024-01-07 03:00:00,6.34,3,6,1,5.74,6.33,5.833333333333333,4.4608333333333325
2024-01-07 04:00:00,7.19,4,6,1,6.34,7.2,6.423333333333333,4.460416666666667
2024-01-07 05:00:00,7.44,5,6,1,7.19,7.82,6.990000000000001,4.444583333333333
2024-01-07 06:00:00,7.53,6,6,1,7.44,7.29,7.386666666666668,4.454583333333334
2024-01-07 07:00:00,7.45,7,6,1,7.53,7.27,7.473333333333334,4.462083333333333
2024-01-07 08:00:00,6.94,8,6,1,7.45,7.11,7.3066666666666675,4.455
2024-01-07 09:00:00,6.65,9,6,1,6.94,6.51,7.013333333333333,4.460833333333333
2024-01-07 10:00:00,6.04,10,6,1,6.65,5.68,6.543333333333334,4.475833333333333
2024-01-07 11:00:00,5.12,11,6,1,6.04,5.28,5.936666666666667,4.469166666666667
2024-01-07 12:00:00,4.86,12,6,1,5.12,4.28,5.34,4.493333333333333
2024-01-07 13:00:00,3.81,13,6,1,4.86,3.81,4.596666666666667,4.493333333333333
2024-01-07 14:00:00,2.75,14,6,1,3.81,2.81,3.8066666666666666,4.490833333333334
2024-01-07 15:00:00,2.5,15,6,1,2.75,2.68,3.02,4.483333333333333
2024-01-07 16:00:00,1.7,16,6,1,2.5,1.74,2.3166666666666664,4.4816666666666665
2024-01-07 17:00:00,1.76,17,6,1,1.7,1.53,1.9866666666666664,4.49125
2024-01-07 18:00:00,1.73,18,6,1,1.76,1.66,1.7299999999999998,4.4941666666666675
2024-01-07 19:00:00,1.43,19,6,1,1.73,1.35,1.64,4.4975
2024-01-07 20:00:00,2.09,20,6,1,1.43,1.94,1.75,4.50375
2024-01-07 21:00:00,2.46,21,6,1,2.09,2.64,1.9933333333333334,4.49625
2024-01-07 22:00:00,3.16,22,6,1,2.46,2.67,2.5700000000000003,4.516666666666667
2024-01-07 23:00:00,4.09,23,6,1,3.16,3.75,3.236666666666667,4.530833333333333
2024-01-08 00:00:00,4.44,0,0,1,4.09,4.54,3.896666666666667,4.526666666666667
2024-01-08 01:00:00,5.11,1,0,1,4.44,5.42,4.546666666666667,4.513750000000001
2024-01-08 02:00:00,5.8,2,0,1,5.11,5.74,5.116666666666667,4.51625
2024-01-08 03:00:00,6.44,3,0,1,5.8,6.34,5.783333333333334,4.520416666666667
2024-01-08 04:00:00,7.06,4,0,1,6.44,7.19,6.433333333333334,4.515
2024-01-08 05:00:00,7.44,5,0,1,7.06,7.44,6.98,4.515
2024-01-08 06:00:00,7.53,6,0,1,7.44,7.53,7.343333333333334,4.515
2024-01-08 07:00:00,7.54,7,0,1,7.53,7.45,7.503333333333334,4.51875
2024-01-08 08:00:00,7.08,8,0,1,7.54,6.94,7.383333333333334,4.524583333333333
2024-01-08 09:00:00,6.89,9,0,1,7.08,6.65,7.169999999999999,4.534583333333334
2024-01-08 10:00:00,5.93,10,0,1,6.89,6.04,6.633333333333333,4.53
2024-01-08 11:00:00,5.8,11,0,1,5.93,5.12,6.206666666666667,4.558333333333333
2024-01-08 12:00:00,4.61,12,0,1,5.8,4.86,5.446666666666666,4.547916666666667
2024-01-08 13:00:00,3.54,13,0,1,4.61,3.81,4.6499999999999995,4.536666666666666
2024-01-08 14:00:00,2.78,14,0,1,3.54,2.75,3.643333333333334,4.537916666666667
2024-01-08 15:00:00,2.47,15,0,1,2.78,2.5,2.93,4.536666666666666
2024-01-08 16:00:00,1.85,16,0,1,2.47,1.7,2.366666666666667,4.542916666666667
2024-01-08 17:00:00,1.74,17,0,1,1.85,1.76,2.0200000000000005,4.542083333333333
2024-01-08 18:00:00,1.59,18,0,1,1.74,1.73,1.7266666666666672,4.53625
2024-01-08 19:00:00,1.58,19,0,1,1.59,1.43,1.636666666666667,4.5425
2024-01-08 20:00:00,1.73,20,0,1,1.58,2.09,1.6333333333333335,4.5275
2024-01-08 21:00:00,2.07,21,0,1,1.73,2.46,1.7933333333333337,4.51125
2024-01-08 22:00:00,2.9,22,0,1,2.07,3.16,2.233333333333334,4.500416666666666
2024-01-08 23:00:00,3.88,23,0,1,2.9,4.09,2.9499999999999997,4.491666666666667
2024-01-09 00:00:00,4.52,0,1,1,3.88,4.44,3.766666666666667,4.495
2024-01-09 01:00:00,5.01,1,1,1,4.52,5.11,4.47,4.490833333333334
2024-01-09 02:00:00,6.01,2,1,1,5.01,5.8,5.18,4.499583333333333
2024-01-09 03:00:00,6.67,3,1,1,6.01,6.44,5.896666666666667,4.509166666666666
2024-01-09 04:00:00,6.89,4,1,1,6.67,7.06,6.523333333333333,4.502083333333333
2024-01-09 05:00:00,7.4,5,1,1,6.89,7.44,6.986666666666667,4.500416666666667
2024-01-09 06:00:00,7.48,6,1,1,7.4,7.53,7.256666666666668,4.498333333333333
2024-01-09 07:00:00,7.14,7,1,1,7.48,7.54,7.34,4.4816666666666665
2024-01-09 08:00:00,7.14,8,1,1,7.14,7.08,7.253333333333334,4.484166666666666
2024-01-09 09:00:00,6.71,9,1,1,7.14,6.89,6.996666666666667,4.476666666666667
2024-01-09 10:00:00,6.19,10,1,1,6.71,5.93,6.68,4.4875
2024-01-09 11:00:00,5.47,11,1,1,6.19,5.8,6.123333333333334,4.47375
2024-01-09 12:00:00,4.21,12,1,1,5.47,4.61,5.29,4.457083333333333
2024-01-09 13:00:00,3.52,13,1,1,4.21,3.54,4.3999999999999995,4.45625
2024-01-09 14:00:00,3.09,14,1,1,3.52,2.78,3.606666666666667,4.469166666666666
2024-01-09 15:00:00,2.47,15,1,1,3.09,2.47,3.0266666666666673,4.469166666666666
2024-01-09 16:00:00,2.0,16,1,1,2.47,1.85,2.5200000000000005,4.475416666666667
2024-01-09 17:00:00,2.37,17,1,1,2.0,1.74,2.2800000000000002,4.501666666666666
2024-01-09 18:00:00,1.61,18,1,1,2.37,1.59,1.9933333333333338,4.5025
2024-01-09 19:00:00,1.82,19,1,1,1.61,1.58,1.9333333333333336,4.5125
2024-01-09 20:00:00,2.09,20,1,1,1.82,1.73,1.8400000000000005,4.5275
2024-01-09 21:00:00,2.5,21,1,1,2.09,2.07,2.1366666666666667,4.545416666666666
2024-01-09 22:00:00,2.92,22,1,1,2.5,2.9,2.5033333333333334,4.54625
2024-01-09 23:00:00,3.86,23,1,1,2.92,3.88,3.0933333333333337,4.545416666666666
2024-01-10 00:00:00,4.32,0,2,1,3.86,4.52,3.7000000000000006,4.537083333333333
2024-01-10 01:00:00,5.2,1,2,1,4.32,5.01,4.46,4.545
2024-01-10 02:00:00,5.87,2,2,1,5.2,6.01,5.13,4.539166666666667
2024-01-10 03:00:00,6.61,3,2,1,5.87,6.67,5.8933333333333335,4.536666666666666
2024-01-10 04:00:00,7.53,4,2,1,6.61,6.89,6.670000000000001,4.5633333333333335
2024-01-10 05:00:00,6.99,5,2,1,7.53,7.4,7.043333333333334,4.54625
2024-01-10 06:00:00,7.6,6,2,1,6.99,7.48,7.373333333333334,4.5512500000000005
2024-01-10 07:00:00,7.04,7,2,1,7.6,7.14,7.210000000000001,4.547083333333334
2024-01-10 08:00:00,6.97,8,2,1,7.04,7.14,7.203333333333333,4.54
2024-01-10 09:00:00,6.81,9,2,1,6.97,6.71,6.94,4.5441666666666665
2024-01-10 10:00:00,5.98,10,2,1,6.81,6.19,6.586666666666667,4.535416666666666
2024-01-10 11:00:00,5.03,11,2,1,5.98,5.47,5.94,4.517083333333333
2024-01-10 12:00:00,4.33,12,2,1,5.03,4.21,5.113333333333334,4.522083333333334
2024-01-10 13:00:00,3.84,13,2,1,4.33,3.52,4.400000000000001,4.535416666666666
2024-01-10 14:00:00,2.84,14,2,1,3.84,3.09,3.6700000000000004,4.525
2024-01-10 15:00:00,2.41,15,2,1,2.84,2.47,3.03,4.5225
2024-01-10 16:00:00,1.9,16,2,1,2.41,2.0,2.3833333333333333,4.5183333333333335
2024-01-10 17:00:00,1.46,17,2,1,1.9,2.37,1.9233333333333338,4.480416666666667
2024-01-10 18:00:00,1.92,18,2,1,1.46,1.61,1.7600000000000005,4.493333333333333
2024-01-10 19:00:00,1.72,19,2,1,1.92,1.82,1.7000000000000002,4.489166666666667
2024-01-10 20:00:00,1.49,20,2,1,1.72,2.09,1.7100000000000002,4.464166666666666
2024-01-10 21:00:00,2.4,21,2,1,1.49,2.5,1.8700000000000003,4.46
2024-01-10 22:00:00,2.85,22,2,1,2.4,2.92,2.246666666666667,4.457083333333333
2024-01-10 23:00:00,3.88,23,2,1,2.85,3.86,3.0433333333333334,4.457916666666667
2024-01-11 00:00:00,4.31,0,3,1,3.88,4.32,3.6799999999999997,4.4575
2024-01-11 01:00:00,5.22,1,3,1,4.31,5.2,4.47,4.458333333333333
2024-01-11 02:00:00,6.07,2,3,1,5.22,5.87,5.2,4.466666666666667
2024-01-11 03:00:00,6.76,3,3,1,6.07,6.61,6.016666666666667,4.472916666666667
2024-01-11 04:00:00,6.82,4,3,1,6.76,7.53,6.550000000000001,4.443333333333333
2024-01-11 05:00:00,7.29,5,3,1,6.82,6.99,6.956666666666667,4.4558333333333335
2024-01-11 06:00:00,7.36,6,3,1,7.29,7.6,7.156666666666666,4.445833333333334
2024-01-11 07:00:00,7.22,7,3,1,7.36,7.04,7.29,4.453333333333333
2024-01-11 08:00:00,7.41,8,3,1,7.22,6.97,7.330000000000001,4.471666666666667
2024-01-11 09:00:00,6.66,9,3,1,7.41,6.81,7.096666666666668,4.465416666666666
2024-01-11 10:00:00,5.71,10,3,1,6.66,5.98,6.593333333333334,4.454166666666667
2024-01-11 11:00:00,5.43,11,3,1,5.71,5.03,5.933333333333334,4.470833333333333
2024-01-11 12:00:00,4.9,12,3,1,5.43,4.33,5.346666666666667,4.494583333333334
2024-01-11 13:00:00,3.91,13,3,1,4.9,3.84,4.746666666666667,4.4975
2024-01-11 14:00:00,2.68,14,3,1,3.91,2.84,3.8300000000000005,4.490833333333334
2024-01-11 15:00:00,2.27,15,3,1,2.68,2.41,2.9533333333333336,4.485
2024-01-11 16:00:00,2.14,16,3,1,2.27,1.9,2.3633333333333337,4.495
2024-01-11 17:00:00,1.45,17,3,1,2.14,1.46,1.9533333333333338,4.494583333333334
2024-01-11 18:00:00,1.58,18,3,1,1.45,1.92,1.7233333333333336,4.480416666666667
2024-01-11 19:00:00,1.75,19,3,1,1.58,1.72,1.5933333333333337,4.4816666666666665
2024-01-11 20:00:00,1.71,20,3,1,1.75,1.49,1.6800000000000004,4.490833333333334
2024-01-11 21:00:00,2.35,21,3,1,1.71,2.4,1.9366666666666668,4.4887500000000005
2024-01-11 22:00:00,2.33,22,3,1,2.35,2.85,2.1300000000000003,4.467083333333334
2024-01-11 23:00:00,3.5,23,3,1,2.33,3.88,2.7266666666666666,4.45125
2024-01-12 00:00:00,4.42,0,4,1,3.5,4.31,3.4166666666666665,4.4558333333333335
2024-01-12 01:00:00,4.99,1,4,1,4.42,5.22,4.303333333333334,4.44625
2024-01-12 02:00:00,6.28,2,4,1,4.99,6.07,5.23,4.455
2024-01-12 03:00:00,6.29,3,4,1,6.28,6.76,5.853333333333334,4.435416666666667
2024-01-12 04:00:00,6.96,4,4,1,6.29,6.82,6.510000000000001,4.44125
2024-01-12 05:00:00,7.37,5,4,1,6.96,7.29,6.873333333333334,4.444583333333333
2024-01-12 06:00:00,7.74,6,4,1,7.37,7.36,7.3566666666666665,4.460416666666666
2024-01-12 07:00:00,7.06,7,4,1,7.74,7.22,7.390000000000001,4.45375
2024-01-12 08:00:00,7.28,8,4,1,7.06,7.41,7.36,4.448333333333333
2024-01-12 09:00:00,6.58,9,4,1,7.28,6.66,6.973333333333334,4.445
2024-01-12 10:00:00,5.76,10,4,1,6.58,5.71,6.54,4.4470833333333335
2024-01-12 11:00:00,5.33,11,4,1,5.76,5.43,5.890000000000001,4.442916666666667
2024-01-12 12:00:00,4.51,12,4,1,5.33,4.9,5.2,4.426666666666667
2024-01-12 13:00:00,3.58,13,4,1,4.51,3.91,4.473333333333334,4.412916666666667
2024-01-12 14:00:00,2.99,14,4,1,3.58,2.68,3.693333333333334,4.425833333333333
2024-01-12 15:00:00,2.28,15,4,1,2.99,2.27,2.9500000000000006,4.4262500000000005
2024-01-12 16:00:00,1.91,16,4,1,2.28,2.14,2.3933333333333335,4.416666666666667
2024-01-12 17:00:00,1.72,17,4,1,1.91,1.45,1.97,4.4279166666666665
2024-01-12 18:00:00,1.81,18,4,1,1.72,1.58,1.8133333333333337,4.4375
2024-01-12 19:00:00,1.34,19,4,1,1.81,1.75,1.6233333333333337,4.420416666666667
2024-01-12 20:00:00,2.32,20,4,1,1.34,1.71,1.8233333333333335,4.445833333333334
2024-01-12 21:00:00,1.97,21,4,1,2.32,2.35,1.876666666666667,4.43
2024-01-12 22:00:00,2.95,22,4,1,1.97,2.33,2.4133333333333336,4.4558333333333335
2024-01-12 23:00:00,3.81,23,4,1,2.95,3.5,2.91,4.46875
2024-01-13 00:00:00,4.52,0,5,1,3.81,4.42,3.7600000000000002,4.472916666666666
2024-01-13 01:00:00,5.11,1,5,1,4.52,4.99,4.48,4.477916666666666
2024-01-13 02:00:00,5.91,2,5,1,5.11,6.28,5.180000000000001,4.4624999999999995
2024-01-13 03:00:00,6.47,3,5,1,5.91,6.29,5.830000000000001,4.47
2024-01-13 04:00:00,6.92,4,5,1,6.47,6.96,6.433333333333334,4.468333333333333
2024-01-13 05:00:00,7.51,5,5,1,6.92,7.37,6.966666666666668,4.474166666666666
2024-01-13 06:00:00,7.51,6,5,1,7.51,7.74,7.3133333333333335,4.464583333333334
2024-01-13 07:00:00,7.2,7,5,1,7.51,7.06,7.406666666666666,4.470416666666666
2024-01-13 08:00:00,7.22,8,5,1,7.2,7.28,7.31,4.4679166666666665
2024-01-13 09:00:00,6.63,9,5,1,7.22,6.58,7.016666666666667,4.47
2024-01-13 10:00:00,6.11,10,5,1,6.63,5.76,6.653333333333333,4.484583333333333
2024-01-13 11:00:00,5.36,11,5,1,6.11,5.33,6.033333333333334,4.485833333333333
2024-01-13 12:00:00,4.3,12,5,1,5.36,4.51,5.256666666666668,4.477083333333334
2024-01-13 13:00:00,3.58,13,5,1,4.3,3.58,4.413333333333334,4.477083333333334
2024-01-13 14:00:00,3.12,14,5,1,3.58,2.99,3.6666666666666665,4.4825
2024-01-13 15:00:00,2.48,15,5,1,3.12,2.28,3.0600000000000005,4.490833333333334
2024-01-13 16:00:00,1.88,16,5,1,2.48,1.91,2.4933333333333336,4.489583333333333
2024-01-13 17:00:00,1.61,17,5,1,1.88,1.72,1.9900000000000002,4.485
2024-01-13 18:00:00,1.74,18,5,1,1.61,1.81,1.7433333333333334,4.482083333333333
2024-01-13 19:00:00,1.47,19,5,1,1.74,1.34,1.6066666666666671,4.4875
2024-01-13 20:00:00,2.0,20,5,1,1.47,2.32,1.736666666666667,4.474166666666666
2024-01-13 21:00:00,2.32,21,5,1,2.0,1.97,1.9300000000000004,4.4887500000000005
2024-01-13 22:00:00,2.93,22,5,1,2.32,2.95,2.416666666666667,4.487916666666666
2024-01-13 23:00:00,3.91,23,5,1,2.93,3.81,3.0533333333333332,4.492083333333333
2024-01-14 00:00:00,4.62,0,6,1,3.91,4.52,3.8200000000000003,4.49625
2024-01-14 01:00:00,5.39,1,6,1,4.62,5.11,4.640000000000001,4.507916666666667
2024-01-14 02:00:00,6.2,2,6,1,5.39,5.91,5.403333333333333,4.5200000000000005
2024-01-14 03:00:00,6.56,3,6,1,6.2,6.47,6.05,4.52375
2024-01-14 04:00:00,7.17,4,6,1,6.56,6.92,6.6433333333333335,4.534166666666667
2024-01-14 05:00:00,7.26,5,6,1,7.17,7.51,6.996666666666667,4.52375
2024-01-14 06:00:00,7.49,6,6,1,7.26,7.51,7.3066666666666675,4.522916666666666
2024-01-14 07:00:00,7.3,7,6,1,7.49,7.2,7.3500000000000005,4.527083333333334
2024-01-14 08:00:00,7.05,8,6,1,7.3,7.22,7.28,4.5200000000000005
2024-01-14 09:00:00,6.68,9,6,1,7.05,6.63,7.010000000000001,4.522083333333334
2024-01-14 10:00:00,5.78,10,6,1,6.68,6.11,6.503333333333333,4.508333333333334
2024-01-14 11:00:00,5.64,11,6,1,5.78,5.36,6.033333333333334,4.5200000000000005
2024-01-14 12:00:00,4.26,12,6,1,5.64,4.3,5.226666666666667,4.5183333333333335
2024-01-14 13:00:00,3.44,13,6,1,4.26,3.58,4.446666666666666,4.5125
